Model,Test Case,# of Waypoints,Error distance (Source),Time to destination (Source),Balancing (Source),Distance to the car Source,Source exec time
purePursuitUSCity,998,41,24.22784488,28.17,0.914705536,31.6227766,10.257395
purePursuitUSCity,999,41,0.142972348,22.01,0.058623901,31.6227766,6.2896661
purePursuitUSCity,1000,41,1.487326144,55.4,1.011078815,31.6227766,12.0098558
purePursuitUSCity,1001,41,3.184440283,50.64,1.275456435,31.6227766,11.3860788
purePursuitUSCity,1002,21,0.023096702,27.77,1.28769E-16,31.6227766,10.0728161
purePursuitUSCity,1003,21,0.978016492,10.43,0.119628814,31.6227766,4.306866
purePursuitUSCity,1004,101,23.30428658,82.48,1.745093406,31.6227766,19.8646876
purePursuitUSCity,1005,121,22.63753049,99999,1.433249677,31.6227766,22.9315432
purePursuitUSCity,1006,42,2.09053101,23.7,0.444251332,31.6227766,9.5153733
purePursuitUSCity,1007,91,5.246863313,89.64,1.810160245,31.6227766,20.5509106
purePursuitUSCity,1008,72,3.77057994,53.35,1.841925781,31.6227766,14.5749857
purePursuitUSCity,1009,61,20.17195755,99999,2.639094704,31.6227766,22.2781847
purePursuitUSCity,1010,51,2.43118204,61.91,0.799505145,31.6227766,15.9445471
purePursuitUSCity,1011,51,3.696370382,38.46,0.673026621,31.6227766,8.9813892
purePursuitUSCity,1012,91,3.404491063,99.79,1.137811228,31.6227766,22.235474
purePursuitUSCity,1013,31,2.477839708,57.95,0.744502107,31.6227766,15.198249
purePursuitUSCity,1014,51,4.617488284,74.69,1.340492456,31.6227766,18.1690767
purePursuitUSCity,1015,31,1.20080518,35.66,0.379522199,31.6227766,11.2072463
purePursuitUSCity,1016,51,2.807406851,55.74,1.538176827,31.6227766,14.7653498
purePursuitUSCity,1017,52,3.624723748,64.92,1.056301409,31.6227766,16.4706663
purePursuitUSCity,1018,71,1.77894095,71.9,0.976445858,31.6227766,17.5269578
purePursuitUSCity,1019,31,1.421343457,33.18,0.45278699,31.6227766,10.89622
purePursuitUSCity,1020,81,0.74199315,64.52,1.663161376,31.6227766,16.3577224
purePursuitUSCity,1021,31,2.178846643,43.72,1.08294711,31.6227766,12.8332262
purePursuitUSCity,1022,81,3.56085863,53.36,1.760755581,31.6227766,14.4084337
purePursuitUSCity,1023,101,22.63642131,92.59,1.232920805,31.6227766,21.065023
purePursuitUSCity,1024,21,0.67314891,14.42,0.187841469,31.6227766,7.8065503
purePursuitUSCity,1025,71,3.413065557,52.07,0.780833399,31.6227766,14.1297155
purePursuitUSCity,1026,41,0.922044271,28.62,0.14527185,31.6227766,10.1115191
purePursuitUSCity,1027,41,24.48700025,32.94,0.719505321,31.6227766,7.9362781
purePursuitUSCity,1028,101,1.889988602,99999,2.114352684,31.6227766,22.2869237
purePursuitUSCity,1029,61,1.13691868,38.68,0.953312967,31.6227766,11.9533685
purePursuitUSCity,1030,41,2.668373126,27.62,0.157587758,31.6227766,10.1149762
purePursuitUSCity,1031,11,0.004503313,12.31,3.78991E-13,31.6227766,7.328319
purePursuitUSCity,1032,41,3.21361514,73.55,1.329230927,31.6227766,18.0293757
purePursuitUSCity,1033,61,1.800337863,99999,0.770638587,31.6227766,22.2497848
purePursuitUSCity,1034,11,0.006607133,18.09,0.002505875,31.6227766,8.3640561
purePursuitUSCity,1035,62,54.31051125,60.8,2.276989485,31.6227766,15.6216552
purePursuitUSCity,1036,62,1.694145251,76.76,0.802295741,31.6227766,15.4366586
purePursuitUSCity,1037,91,2.385489909,88.82,2.900294169,31.6227766,20.6426471
purePursuitUSCity,1038,51,1.081708515,39.94,0.953335225,31.6227766,12.2287902
purePursuitUSCity,1039,61,4.914472572,99999,1.130649754,31.6227766,22.2625383
purePursuitUSCity,1040,11,0.000547278,2.85,4.57313E-13,31.6227766,5.8777947
purePursuitUSCity,1041,61,1.980248713,64.91,0.968457316,31.6227766,16.4091229
purePursuitUSCity,1042,31,0.00552848,37.24,0.003492121,31.6227766,11.4885167
purePursuitUSCity,1043,41,3.747017227,35.14,0.498562039,31.6227766,11.3538948
purePursuitUSCity,1044,92,1.760303375,51.89,1.322715642,31.6227766,14.2181495
purePursuitUSCity,1045,61,23.31192952,53.46,1.289273852,31.6227766,14.4491173
purePursuitUSCity,1046,81,3.539749383,76.55,1.179434481,31.6227766,18.46804
purePursuitUSCity,1047,61,23.35935211,80.57,1.765798638,31.6227766,18.9650002
purePursuitUSCity,1048,31,7.321234731,23.03,1.512641344,31.6227766,9.2565116
purePursuitUSCity,1049,51,0.676770407,33.33,0.175719126,31.6227766,11.2552642
purePursuitUSCity,1050,61,4.915870279,99999,1.324760111,31.6227766,22.2598113
purePursuitUSCity,1051,51,22.55057181,53.18,1.046293524,31.6227766,14.3916582
purePursuitUSCity,1052,41,0.030412691,33.6,0.051677917,31.6227766,11.0297748
purePursuitUSCity,1053,31,4.314928288,47.64,0.561189707,31.6227766,13.2757748
purePursuitUSCity,1054,51,2.475138316,39.46,0.753745255,31.6227766,12.0899882
purePursuitUSCity,1055,72,5.500685674,59.13,0.902027673,31.6227766,15.4437104
purePursuitUSCity,1056,22,55.26204661,28.68,0.714748727,31.6227766,10.150685
purePursuitUSCity,1057,11,0.002298253,6.95,6.0652E-07,31.6227766,6.5364056
purePursuitUSCity,1058,102,6.463884245,96.6,1.657110916,31.6227766,22.0003851
purePursuitUSCity,1059,62,54.2849907,54.37,1.856691935,31.6227766,14.6515942
purePursuitUSCity,1060,41,4.944317114,48.64,0.42476031,31.6227766,13.5008624
purePursuitUSCity,1061,41,1.788820223,40.46,0.425152331,31.6227766,9.0643033
purePursuitUSCity,1062,41,20.85781261,64.66,1.792993028,31.6227766,13.4430374
purePursuitUSCity,1063,82,1.984999888,69.65,1.663269378,31.6227766,17.2581308
purePursuitUSCity,1064,101,3.442981147,45.57,0.81719006,31.6227766,13.2801892
purePursuitUSCity,1065,51,2.0077691,57.59,0.633992299,31.6227766,14.9245876
purePursuitUSCity,1066,41,1.308063568,29.89,0.388529604,31.6227766,10.3140485
purePursuitUSCity,1067,91,1.871098859,82.11,0.880507194,31.6227766,19.7525241
purePursuitUSCity,1068,11,0.002058265,6.71,2.45236E-14,31.6227766,6.4378619
purePursuitUSCity,1069,41,1.452448497,27.72,0.843839,31.6227766,10.0977551
purePursuitUSCity,1070,41,2.892259603,33.34,1.20241159,31.6227766,8.1161036
purePursuitUSCity,1071,31,0.004612497,29.56,0,31.6227766,10.0457752
purePursuitUSCity,1072,31,22.59239756,47.87,0.526611869,31.6227766,10.4303304
purePursuitUSCity,1073,11,0.0020132,9.4,2.49526E-06,31.6227766,6.8911162
purePursuitUSCity,1074,82,4.438785023,99999,1.785048257,31.6227766,22.7650389
purePursuitUSCity,1075,62,1.980914605,35.54,0.761847769,31.6227766,11.3925565
purePursuitUSCity,1076,71,1.170563404,35.06,1.119676834,31.6227766,11.2709354
purePursuitUSCity,1077,61,4.378910939,56.25,1.09566966,31.6227766,15.0154653
purePursuitUSCity,1078,11,0.0231079,17.59,0.002103805,31.6227766,8.1668472
purePursuitUSCity,1079,11,0.005526362,15.14,0.000430616,31.6227766,4.9186642
purePursuitUSCity,1080,71,2.654433753,52.15,1.240916428,31.6227766,14.349496
purePursuitUSCity,1081,21,0.005400752,25.73,0.000143145,31.6227766,9.6154582
purePursuitUSCity,1082,61,5.42348077,48.67,0.984050491,31.6227766,13.640459
purePursuitUSCity,1083,52,3.758660425,31.64,0.590794319,31.6227766,10.7769574
purePursuitUSCity,1084,41,5.498636324,34.79,1.977150603,31.6227766,11.3215924
purePursuitUSCity,1085,32,2.850516717,52.49,0.591258515,31.6227766,14.0378473
purePursuitUSCity,1086,61,4.838253373,78.62,1.719049511,31.6227766,19.0559711
purePursuitUSCity,1087,41,0.977332005,34.47,0.916728427,31.6227766,11.20916
purePursuitUSCity,1088,21,1.911328691,23.33,0.396298494,31.6227766,9.2727926
purePursuitUSCity,1089,81,3.107816285,79.91,1.370219155,31.6227766,19.1844884
purePursuitUSCity,1090,71,2.633276361,68.03,2.077468998,31.6227766,17.2482015
purePursuitUSCity,1091,51,1.764934084,36.43,1.318064374,31.6227766,11.6142692
purePursuitUSCity,1092,31,3.020111859,52.33,0.547782947,31.6227766,14.1429517
purePursuitUSCity,1093,12,0.170708971,4.01,0.062715803,31.6227766,6.0956441
purePursuitUSCity,1094,31,1.230691745,25.7,0.520030991,31.6227766,9.8304707
purePursuitUSCity,1095,21,0.008896281,22.51,0.00212614,31.6227766,9.1074253
purePursuitUSCity,1096,51,1.781035204,69.83,0.703916451,31.6227766,17.1107233
purePursuitUSCity,1097,51,2.651197882,32.92,0.431448353,31.6227766,8.109481
purePursuitUSCity,1098,51,6.39926126,46.18,1.729202818,31.6227766,10.2931302
purePursuitUSCity,1099,91,1.968554362,63.97,1.827017191,31.6227766,16.2940987
purePursuitUSCity,1100,81,4.879328327,62.21,2.100516342,31.6227766,16.0569046
purePursuitUSCity,1101,52,1.17503321,34.66,0.835624732,31.6227766,11.178441
purePursuitUSCity,1102,61,3.7468595,64.51,1.130571915,31.6227766,16.327224
purePursuitUSCity,1103,41,0.954246324,15.01,0.401592437,31.6227766,7.9582541
purePursuitUSCity,1104,61,0.747113923,53.01,0.404825494,31.6227766,14.5447046
purePursuitUSCity,1105,11,0.003602694,10.61,2.75805E-05,31.6227766,7.0675338
purePursuitUSCity,1106,31,5.209179037,60.64,1.009611442,31.6227766,15.7251367
purePursuitUSCity,1107,41,1.988511685,24.58,0.569739319,31.6227766,9.5466198
purePursuitUSCity,1108,61,5.379158646,37.55,1.408747428,31.6227766,11.8323817
purePursuitUSCity,1109,51,1.505508926,47.98,1.061346872,31.6227766,13.5443175
purePursuitUSCity,1110,51,1.67103711,58.08,0.471619852,31.6227766,12.0024992
purePursuitUSCity,1111,61,0.892733279,53.7,1.210241199,31.6227766,14.5662025
purePursuitUSCity,1112,41,4.346049528,26.47,1.304592931,31.6227766,9.8495875
purePursuitUSCity,1113,71,1.591124598,28.08,0.446304704,31.6227766,10.1851669
purePursuitUSCity,1114,31,0.023090861,36.42,4.45396E-16,31.6227766,11.289901
purePursuitUSCity,1115,91,4.737307021,88.49,2.324126061,31.6227766,20.6857373
purePursuitUSCity,1116,41,5.601125905,35.15,0.532064925,31.6227766,11.2930961
purePursuitUSCity,1117,61,1.971775197,55.43,0.963223772,31.6227766,15.1419585
purePursuitUSCity,1118,92,2.028794462,55.14,0.582200413,31.6227766,14.9848241
purePursuitUSCity,1119,51,22.10681987,43.66,0.714954513,31.6227766,12.7659001
purePursuitUSCity,1120,61,2.289010075,80.07,1.437945413,31.6227766,18.8834832
purePursuitUSCity,1121,41,4.928540125,41.37,1.645068918,31.6227766,12.4511103
purePursuitUSCity,1122,62,2.124716386,61.24,1.163626681,31.6227766,15.885212
purePursuitUSCity,1123,61,2.945519395,62.96,1.194913239,31.6227766,16.0079193
purePursuitUSCity,1124,41,1.844378855,63.2,1.066757563,31.6227766,16.0787373
purePursuitUSCity,1125,32,3.426763896,56.52,1.868750896,31.6227766,15.0076507
purePursuitUSCity,1126,21,2.162680004,21.27,0.257837568,31.6227766,8.9842696
purePursuitUSCity,1127,41,1.303445292,22.11,0.594140695,31.6227766,9.1809843
purePursuitUSCity,1128,91,3.685642331,85.1,4.408419536,31.6227766,20.0153222
purePursuitUSCity,1129,52,1.80046478,62.82,1.58114389,31.6227766,16.1807356
purePursuitUSCity,1130,91,20.88439197,66.72,1.959657589,31.6227766,16.782102
purePursuitUSCity,1131,91,5.434779568,95.72,1.27457709,31.6227766,18.8496446
purePursuitUSCity,1132,31,1.156746615,30.04,0.896964013,31.6227766,10.5735155
purePursuitUSCity,1133,41,0.912794093,41.27,1.271716286,31.6227766,12.373173
purePursuitUSCity,1134,41,5.509284166,47.38,0.712235681,31.6227766,10.3810893
purePursuitUSCity,1135,61,1.098900063,73.19,0.785757124,31.6227766,17.5788993
purePursuitUSCity,1136,31,4.906533848,43.95,0.868390946,31.6227766,12.8676663
purePursuitUSCity,1137,31,1.089004932,30.69,0.791195694,31.6227766,7.6904742
purePursuitUSCity,1138,61,1.716254685,61.59,0.362143355,31.6227766,15.8833364
purePursuitUSCity,1139,92,5.453281373,52.31,1.069257613,31.6227766,14.2970965
purePursuitUSCity,1140,31,20.84784395,19.4,0.358587384,31.6227766,8.6942738
purePursuitUSCity,1141,31,5.368348784,28.24,0.9422303,31.6227766,7.1010681
purePursuitUSCity,1142,11,0.000122202,0.95,1.28292E-15,31.6227766,5.5553644
purePursuitUSCity,1143,71,3.774447074,99999,2.487120218,31.6227766,22.502345
purePursuitUSCity,1144,71,4.333949016,56.83,0.76822298,31.6227766,12.2674185
purePursuitUSCity,1145,51,3.739485078,23.77,0.401710221,31.6227766,9.4111112
purePursuitUSCity,1146,51,2.212429864,33.74,1.085941372,31.6227766,8.2895735
purePursuitUSCity,1147,111,4.89344912,99999,2.037741521,31.6227766,22.751504
purePursuitUSCity,1148,41,2.068293174,60,0.782981067,31.6227766,15.4845927
purePursuitUSCity,1149,21,0.011115615,19.95,0.00604436,31.6227766,8.8064141
purePursuitUSCity,1150,41,1.00864984,34.42,0.138821845,31.6227766,11.0985029
purePursuitUSCity,1151,21,4.735783067,38.24,0.524744418,31.6227766,11.9029942
purePursuitUSCity,1152,11,0.000638016,3.09,4.53119E-12,31.6227766,5.9225781
purePursuitUSCity,1153,41,4.592545146,52.38,0.822495649,31.6227766,14.3391248
purePursuitUSCity,1154,11,0.00075815,3.48,3.78167E-13,31.6227766,6.0038147
purePursuitUSCity,1155,31,2.516812544,9.98,0.166327397,31.6227766,7.121487
purePursuitUSCity,1156,72,17.60026857,99999,3.375260317,31.6227766,22.3710949
purePursuitUSCity,1157,71,2.241076205,86.77,1.270784702,31.6227766,20.0744421
purePursuitUSCity,1158,31,1.140298201,18.27,0.459159199,31.6227766,8.4516577
purePursuitUSCity,1159,61,3.701163138,46.42,1.205424059,31.6227766,13.4111996
purePursuitUSCity,1160,61,16.50521563,54.34,3.985432076,31.6227766,11.7699545
purePursuitUSCity,1161,21,6.178133495,19.77,0.562997903,31.6227766,8.7019184
purePursuitUSCity,1162,42,0.248308369,37.58,0.077359229,31.6227766,11.6908996
purePursuitUSCity,1163,91,2.443022718,61.38,1.260512566,31.6227766,15.8149678
purePursuitUSCity,1164,42,0.214278896,27.55,0.082748038,31.6227766,9.9992498
purePursuitUSCity,1165,51,5.419309908,35.52,2.131886768,31.6227766,11.3940822
purePursuitUSCity,1166,21,0.091835031,4.1,0.017690099,31.6227766,6.072278
purePursuitUSCity,1167,51,1.061425172,65.16,0.580992092,31.6227766,16.2275534
purePursuitUSCity,1168,11,0.003601117,11.4,0,31.6227766,7.1699097
purePursuitUSCity,1169,21,0.004500141,22.44,1.24409E-06,31.6227766,9.0730879
purePursuitUSCity,1170,51,24.54150079,56.21,0.876851274,31.6227766,14.816741
purePursuitUSCity,1171,61,5.463009866,38.23,1.272784846,31.6227766,11.9199245
purePursuitUSCity,1172,21,5.413633742,13.06,0.096149623,31.6227766,7.6025722
purePursuitUSCity,1173,21,1.755220321,21.92,0.383214422,31.6227766,6.1486821
purePursuitUSCity,1174,71,1.510531391,87.68,1.967958128,31.6227766,20.0413151
purePursuitUSCity,1175,51,1.984712778,47.52,1.568736072,31.6227766,13.4656037
purePursuitUSCity,1176,42,0.120427095,10.31,0.055755189,31.6227766,7.2065689
purePursuitUSCity,1177,41,23.27083942,40.36,2.032792935,31.6227766,12.3105109
purePursuitUSCity,1178,41,1.127994545,38,0.164486501,31.6227766,8.7075628
purePursuitUSCity,1179,51,4.923451346,40.98,0.920933974,31.6227766,12.4246277
purePursuitUSCity,1180,41,1.499980645,43.86,0.355968147,31.6227766,12.6633505
purePursuitUSCity,1181,41,3.385327745,34.4,0.61401941,31.6227766,8.1494073
purePursuitUSCity,1182,61,1.920474223,74.28,0.771729426,31.6227766,17.8373191
purePursuitUSCity,1183,152,1.698340251,99999,0.876819471,31.6227766,26.6594572
purePursuitUSCity,1184,32,1.797236895,51.61,0.777418279,31.6227766,14.209788
purePursuitUSCity,1185,41,4.901212328,35.38,0.378337086,31.6227766,11.419458
purePursuitUSCity,1186,21,2.07623753,10.78,0.368648449,31.6227766,7.2719655
purePursuitUSCity,1187,51,1.54509801,17.81,0.576103831,31.6227766,8.5107289
purePursuitUSCity,1188,51,5.83224593,39.02,1.332155685,31.6227766,8.8805767
purePursuitUSCity,1189,41,2.071068572,40.06,0.598180121,31.6227766,12.1729201
purePursuitUSCity,1190,82,1.043625902,36.7,0.544240611,31.6227766,11.7217947
purePursuitUSCity,1191,51,4.288295392,71.47,1.469691982,31.6227766,17.6006184
purePursuitUSCity,1192,41,1.488503247,57.09,1.134124761,31.6227766,15.1543193
purePursuitUSCity,1193,61,2.036592603,35.99,1.044605523,31.6227766,11.5700388
purePursuitUSCity,1194,81,23.38273448,63.56,2.193493581,31.6227766,16.3193202
purePursuitUSCity,1195,62,61.79229789,50.82,3.172364022,31.6227766,14.381968
purePursuitUSCity,1196,61,1.151888622,97.92,1.538668966,31.6227766,21.9226961
purePursuitUSCity,1197,62,1.5515321,35.58,0.526625658,31.6227766,11.4651749
purePursuitUSCity,1198,62,3.74381408,56.5,0.867925239,31.6227766,12.0109534
purePursuitUSCity,1199,41,2.418278128,54.97,1.567456311,31.6227766,14.804695
purePursuitUSCity,1200,71,3.044159458,60.63,1.664232196,31.6227766,15.7631513
purePursuitUSCity,1201,61,1.603767533,52.69,1.381644424,31.6227766,14.1863294
purePursuitUSCity,1202,92,2.66047339,66.31,1.118425358,31.6227766,16.813121
purePursuitUSCity,1203,61,1.997345138,42.09,1.000658826,31.6227766,12.4618837
purePursuitUSCity,1204,61,0.569782193,7.72,0.137168336,31.6227766,3.8304512
purePursuitUSCity,1205,61,22.60157422,99999,6.699778895,31.6227766,19.5159875
purePursuitUSCity,1206,42,54.22729062,56.72,2.056982131,31.6227766,15.0192535
purePursuitUSCity,1207,41,0.116772925,5.49,0.049912663,31.6227766,6.4103999
purePursuitUSCity,1208,71,15.0697821,92.05,2.001992108,31.6227766,21.0716251
purePursuitUSCity,1209,51,0.676624528,22.69,0.223552432,31.6227766,9.2420994
purePursuitUSCity,1210,112,1.757748719,85.37,0.591944905,31.6227766,19.9544055
purePursuitUSCity,1211,42,1.73519486,31.06,0.602895537,31.6227766,10.7088866
purePursuitUSCity,1212,61,23.30580497,65.21,1.379593645,31.6227766,16.350825
purePursuitUSCity,1213,61,1.566376486,73.94,0.745092663,31.6227766,15.0901989
purePursuitUSCity,1214,71,2.627074376,64.37,2.191812241,31.6227766,16.4444716
purePursuitUSCity,1215,31,2.780229912,39.58,0.495561851,31.6227766,12.1193498
purePursuitUSCity,1216,81,0.887414281,16.53,0.177604807,31.6227766,8.2788311
purePursuitUSCity,1217,41,4.837767662,49.48,1.246742957,31.6227766,13.790662
purePursuitUSCity,1218,92,1.022839233,91.14,0.827514429,31.6227766,21.2124119
purePursuitUSCity,1219,51,3.039427981,38.96,2.759451076,31.6227766,12.0423544
purePursuitUSCity,1220,31,5.408221061,28.3,0.591209024,31.6227766,10.2113474
purePursuitUSCity,1221,41,33.72576059,39.62,5.185885579,31.6227766,22.4497739
purePursuitUSCity,1222,31,0.005530177,38.61,0,31.6227766,11.7207485
purePursuitUSCity,1223,41,5.616305984,61.25,1.079751002,31.6227766,15.7542918
purePursuitUSCity,1224,41,24.50164766,33.5,1.109625653,31.6227766,8.1027822
purePursuitUSCity,1225,21,2.739546048,32.86,0.363843834,31.6227766,10.895594
purePursuitUSCity,1226,71,1.365092086,43.9,1.504083264,31.6227766,12.9982579
purePursuitUSCity,1227,31,5.045689086,25.43,0.791636981,31.6227766,9.6780932
purePursuitUSCity,1228,41,0.964362953,54.91,0.857207958,31.6227766,14.639295
purePursuitUSCity,1229,31,1.796978042,28.85,0.367908612,31.6227766,10.1552559
purePursuitUSCity,1230,61,3.783290347,45.05,2.34910132,31.6227766,13.1069045
purePursuitUSCity,1231,111,4.422366666,75.58,1.242967014,31.6227766,18.5645808
purePursuitUSCity,1232,11,0.023110119,13.47,0,31.6227766,7.5813361
purePursuitUSCity,1233,31,1.479687589,7.13,0.193292773,31.6227766,6.6563561
purePursuitUSCity,1234,51,1.128545686,42.05,0.801727769,31.6227766,12.5874722
purePursuitUSCity,1235,61,4.698710278,60.64,2.920191037,31.6227766,15.9092202
purePursuitUSCity,1236,52,1.885679698,19,0.433893137,31.6227766,8.6188662
purePursuitUSCity,1237,81,0.896084554,57.2,1.627452619,31.6227766,15.2387726
purePursuitUSCity,1238,21,1.595499887,35.59,0.40361753,31.6227766,11.3860549
purePursuitUSCity,1239,22,0.099275041,5.57,0.047990913,31.6227766,6.3871124
purePursuitUSCity,1240,21,5.410983267,32.96,0.507165487,31.6227766,10.9662408
purePursuitUSCity,1241,11,0,0,0,31.6227766,5.3695307
purePursuitUSCity,1242,72,2.820766965,72.08,0.496811822,31.6227766,17.5720458
purePursuitUSCity,1243,82,3.697047544,43.67,2.101969152,31.6227766,17.3433174
purePursuitUSCity,1244,61,4.625629087,55.51,2.194315516,31.6227766,15.2637717
purePursuitUSCity,1245,21,0.039966354,19.84,0.019513062,31.6227766,8.8115695
purePursuitUSCity,1246,42,1.432289699,51.45,0.550317912,31.6227766,13.9617044
purePursuitUSCity,1247,41,22.09116321,54.53,0.872220113,31.6227766,14.6149399
purePursuitUSCity,1248,52,2.535681972,36.79,1.802716453,31.6227766,11.7484419
purePursuitUSCity,1249,21,1.788832169,20.14,0.392626226,31.6227766,8.8128126
purePursuitUSCity,1250,41,3.733460091,50.49,0.556207929,31.6227766,14.1490982
purePursuitUSCity,1251,61,3.549891164,30.82,1.279262331,31.6227766,10.6863716
purePursuitUSCity,1252,41,0.023087547,38.47,5.13818E-16,31.6227766,11.8004053
purePursuitUSCity,1253,31,5.396164891,33.31,0.876029492,31.6227766,11.0605496
purePursuitUSCity,1254,82,15.40137372,72.61,1.746560213,31.6227766,17.7799465
purePursuitUSCity,1255,102,14.63972775,82.51,1.862219322,31.6227766,19.609279
purePursuitUSCity,1256,61,1.481683769,83.6,1.450316271,31.6227766,19.6540475
purePursuitUSCity,1257,72,11.07483926,54.94,2.865606115,31.6227766,14.8357061
purePursuitUSCity,1258,31,0.618128259,21.47,0.371901301,31.6227766,9.0315416
purePursuitUSCity,1259,51,5.50193741,57.14,0.80753216,31.6227766,15.1192798
purePursuitUSCity,1260,41,2.319871818,50.83,0.72455054,31.6227766,14.0075367
purePursuitUSCity,1261,91,6.385304629,90.65,1.666299038,31.6227766,21.2312675
purePursuitUSCity,1262,111,4.897261568,99999,2.844280519,31.6227766,22.4506174
purePursuitUSCity,1263,71,32.38372268,99999,2.377018112,31.6227766,22.8213583
purePursuitUSCity,1264,11,0.046801113,9.92,0.012888553,31.6227766,7.0955351
purePursuitUSCity,1265,71,22.59491313,56.72,1.070924626,31.6227766,15.1186802
purePursuitUSCity,1266,62,1.724234174,46.67,0.948999942,31.6227766,13.3331381
purePursuitUSCity,1267,42,3.031517282,56.37,1.904076812,31.6227766,15.0239799
purePursuitUSCity,1268,52,1.942791721,49.86,0.793761054,31.6227766,13.9162914
purePursuitUSCity,1269,61,8.565453631,56.7,3.869782602,31.6227766,15.0447792
purePursuitUSCity,1270,21,0.004500159,13.77,0,31.6227766,7.7176895
purePursuitUSCity,1271,61,1.192588105,54.31,1.179154541,31.6227766,14.6149909
purePursuitUSCity,1272,61,4.12769961,42.2,2.802376666,31.6227766,9.6815104
purePursuitUSCity,1273,11,0.002201147,6.47,2.57365E-07,31.6227766,6.4746873
purePursuitUSCity,1274,61,5.711886531,63.46,2.370514974,31.6227766,16.2301608
purePursuitUSCity,1275,31,2.123141893,44.95,0.746260144,31.6227766,13.0493794
purePursuitUSCity,1276,62,55.40696944,65.59,3.834418636,31.6227766,16.7701883
purePursuitUSCity,1277,41,3.637850062,32.97,0.834997049,31.6227766,11.00916
purePursuitUSCity,1278,41,0.567974604,49.27,0.113875682,31.6227766,10.399564
purePursuitUSCity,1279,21,3.643415712,13.75,0.534257026,31.6227766,7.7639461
purePursuitUSCity,1280,101,22.56597361,99999,2.609228297,31.6227766,22.585895
purePursuitUSCity,1281,61,6.271886659,27.02,1.151385694,31.6227766,10.0870132
purePursuitUSCity,1282,62,1.848887358,42.99,1.013550106,31.6227766,12.6625604
purePursuitUSCity,1283,21,2.11111753,22.79,0.367017654,31.6227766,9.2774014
purePursuitUSCity,1284,51,0.443736568,51.97,0.102098809,31.6227766,13.8797117
purePursuitUSCity,1285,51,2.188295795,81.06,0.352827855,31.6227766,15.9656504
purePursuitUSCity,1286,41,7.632350098,84.21,1.207682647,31.6227766,19.8410402
purePursuitUSCity,1287,41,3.894498139,54.78,0.550714188,31.6227766,11.8360529
purePursuitUSCity,1288,51,4.796294133,62.85,1.312929243,31.6227766,16.2843263
purePursuitUSCity,1289,71,3.518782052,30.31,1.278800451,31.6227766,10.6758049
purePursuitUSCity,1290,41,1.346994162,34.96,0.139887249,31.6227766,11.1964893
purePursuitUSCity,1291,12,0.099838372,6.58,0.027547415,31.6227766,6.5429931
purePursuitUSCity,1292,11,0.004616938,10.04,0,31.6227766,7.0672839
purePursuitUSCity,1293,61,0.866231823,38.81,0.235809688,31.6227766,11.934134
purePursuitUSCity,1294,71,2.518605442,80.35,1.343258786,31.6227766,18.9788263
purePursuitUSCity,1295,21,2.664729108,20.4,0.104797773,31.6227766,8.8536091
purePursuitUSCity,1296,51,1.789794836,45.25,1.13431231,31.6227766,13.1597369
purePursuitUSCity,1297,42,1.021744807,30.15,0.572419937,31.6227766,10.5067488
purePursuitUSCity,1298,51,5.550126906,37.93,1.347449203,31.6227766,11.8604372
purePursuitUSCity,1299,61,22.58412836,77.28,0.774979875,31.6227766,18.2955145
purePursuitUSCity,1300,71,1.256557069,62.93,0.721429098,31.6227766,16.0925448
